key,PorR,time_stamp
Key.enter,True,15:45:29.985089
Key.enter,False,15:45:30.070403
Key.backspace,True,15:45:32.279508
Key.backspace,False,15:45:32.369114
Key.backspace,True,15:45:32.478362
Key.backspace,False,15:45:32.537682
Key.backspace,True,15:45:32.760515
Key.backspace,False,15:45:32.844724
Key.enter,True,15:45:36.232918
Key.enter,False,15:45:36.262737
'i',True,15:45:37.538445
'i',False,15:45:37.610737
'f',True,15:45:37.660266
'f',False,15:45:37.695173
Key.shift,True,15:45:37.918439
'(',True,15:45:38.124282
'(',False,15:45:38.153276
Key.shift,False,15:45:38.198516
Key.right,True,15:45:38.959069
Key.right,False,15:45:39.024529
':',True,15:45:39.824218
':',False,15:45:39.864015
Key.down,True,15:45:44.994595
Key.down,False,15:45:45.059515
Key.left,True,15:45:45.245103
Key.left,False,15:45:45.340484
Key.left,True,15:45:45.477120
Key.left,False,15:45:45.532039
Key.left,True,15:45:45.737923
Key.left,False,15:45:45.807499
Key.tab,True,15:45:46.700839
Key.tab,False,15:45:46.755447
Key.up,True,15:45:47.355449
Key.up,False,15:45:47.508897
Key.left,True,15:45:47.847287
Key.left,False,15:45:47.948069
'j',True,15:45:54.874827
'j',False,15:45:54.926689
Key.shift,True,15:45:56.147377
Key.shift,True,15:45:56.647025
Key.shift,True,15:45:56.677900
Key.shift,True,15:45:56.707360
Key.shift,True,15:45:56.738330
Key.shift,True,15:45:56.767706
Key.shift,True,15:45:56.797604
Key.shift,True,15:45:56.827080
Key.shift,True,15:45:56.857527
Key.shift,True,15:45:56.887370
Key.shift,True,15:45:56.916988
Key.shift,True,15:45:56.947736
Key.shift,True,15:45:56.977024
Key.shift,True,15:45:57.007776
Key.shift,True,15:45:57.037501
Key.shift,True,15:45:57.068078
Key.shift,True,15:45:57.097969
Key.shift,True,15:45:57.127551
Key.shift,True,15:45:57.158518
Key.shift,True,15:45:57.187705
Key.shift,True,15:45:57.217029
Key.shift,True,15:45:57.247848
Key.shift,True,15:45:57.277935
'%',True,15:45:57.297683
'%',False,15:45:57.342563
Key.shift,False,15:45:57.387443
'3',True,15:45:59.382480
'3',False,15:45:59.417919
Key.shift,True,15:46:01.994392
'=',True,15:46:02.164123
'=',False,15:46:02.228959
Key.shift,False,15:46:02.293821
'0',True,15:46:07.300874
'0',False,15:46:07.345677
Key.space,True,15:46:10.902911
Key.space,False,15:46:10.953375
Key.right,True,15:46:11.290456
Key.right,False,15:46:11.370303
Key.space,True,15:46:11.516979
Key.space,False,15:46:11.548855
Key.right,True,15:46:11.806780
Key.right,False,15:46:11.888439
Key.space,True,15:46:12.105593
Key.space,False,15:46:12.140505
Key.right,True,15:46:12.313134
Key.right,False,15:46:12.392973
Key.space,True,15:46:12.512724
Key.space,False,15:46:12.547901
Key.left,True,15:46:17.366694
Key.left,False,15:46:17.406824
Key.shift,True,15:46:17.539992
'!',True,15:46:17.775236
Key.shift,False,15:46:17.814568
'1',False,15:46:17.835475
Key.left,True,15:46:51.219240
Key.left,False,15:46:51.264676
Key.shift,True,15:46:51.705484
'(',True,15:46:52.175645
'(',False,15:46:52.215541
Key.shift,False,15:46:52.590237
Key.right,True,15:46:53.833571
Key.right,False,15:46:53.888198
Key.shift,True,15:46:55.635564
'+',True,15:46:55.970904
'+',False,15:46:56.035567
Key.shift,False,15:46:56.075753
'1',True,15:46:56.837366
'1',False,15:46:56.871277
Key.right,True,15:46:57.804678
Key.right,False,15:46:57.865100
Key.left,True,15:46:58.462079
Key.left,False,15:46:58.546429
Key.shift,True,15:46:58.870104
Key.shift,True,15:46:59.369959
Key.shift,True,15:46:59.400027
Key.shift,True,15:46:59.429044
Key.shift,True,15:46:59.459642
Key.shift,True,15:46:59.489981
Key.shift,True,15:46:59.519995
Key.shift,True,15:46:59.549873
Key.shift,True,15:46:59.578854
Key.shift,True,15:46:59.610984
')',True,15:46:59.619528
')',False,15:46:59.660425
Key.shift,False,15:46:59.796647
Key.left,True,15:47:00.205391
Key.left,False,15:47:00.245407
Key.left,True,15:47:00.395124
Key.left,False,15:47:00.419060
Key.left,True,15:47:00.713606
Key.left,False,15:47:00.781424
Key.space,True,15:47:00.983054
Key.space,False,15:47:01.022629
Key.right,True,15:47:01.857483
Key.right,False,15:47:01.912122
Key.space,True,15:47:02.273934
Key.space,False,15:47:02.303872
